"tag","class","text_preview","href","is_valid","type"
"andes-modal","andes-modal--iframe","",""
"a","hamburger-panel-link weight-normal","Seagate","https://www.shopgamer.com.ar/componentes-de-pc/unidades-almacenamiento/internos/discos-internos-hdd/seagate/"
"a","hamburger-panel-link weight-normal","WD","https://www.shopgamer.com.ar/componentes-de-pc/unidades-almacenamiento/internos/discos-internos-hdd/wd3/"
"a","hamburger-panel-link weight-normal","Gigabyte","https://www.shopgamer.com.ar/componentes-de-pc/unidades-almacenamiento/internos/discos-internos-hdd/ssd-gigabyte/"
"span","m-right-quarter","Discos Internos SSD",""
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft","",""
"a","hamburger-panel-link weight-normal","Adata","https://www.shopgamer.com.ar/componentes-de-pc/unidades-almacenamiento/internos/internos-ssd/ssd-adata/"
"a","hamburger-panel-link weight-normal","Crucial","https://www.shopgamer.com.ar/componentes-de-pc/unidades-almacenamiento/internos/internos-ssd/ssd-crucial/"
"a","hamburger-panel-link weight-normal","Gigabyte","https://www.shopgamer.com.ar/componentes-de-pc/unidades-almacenamiento/internos/internos-ssd/discos-rigidos-gigabyte/"
"a","hamburger-panel-link weight-normal","HP","https://www.shopgamer.com.ar/componentes-de-pc/unidades-almacenamiento/internos/internos-ssd/hp3/"
"a","hamburger-panel-link weight-normal","Kingston","https://www.shopgamer.com.ar/componentes-de-pc/unidades-almacenamiento/internos/internos-ssd/ssd-kingston/"
"a","hamburger-panel-link weight-normal","Netac","https://www.shopgamer.com.ar/componentes-de-pc/unidades-almacenamiento/internos/internos-ssd/netac1/"
"a","hamburger-panel-link weight-normal","Patriot","https://www.shopgamer.com.ar/componentes-de-pc/unidades-almacenamiento/internos/internos-ssd/ssd-patriot/"
"a","hamburger-panel-link weight-normal","Seagate","https://www.shopgamer.com.ar/componentes-de-pc/unidades-almacenamiento/internos/internos-ssd/seagate1/"
"a","hamburger-panel-link weight-normal","WD","https://www.shopgamer.com.ar/componentes-de-pc/unidades-almacenamiento/internos/internos-ssd/ssd-wd/"
"a","hamburger-panel-link weight-normal","Discos M.2 NVMe y SATA","https://www.shopgamer.com.ar/componentes-de-pc/unidades-almacenamiento/internos/discos-m2/"
"span","m-right-quarter","Memoria Ram",""
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft","",""
"a","hamburger-panel-link weight-normal","DDR3","https://www.shopgamer.com.ar/componentes-de-pc/memoria-ram/ddr3/"
"a","hamburger-panel-link weight-normal","DDR4","https://www.shopgamer.com.ar/componentes-de-pc/memoria-ram/ddr4/"
"a","hamburger-panel-link weight-normal","DDR5","https://www.shopgamer.com.ar/componentes-de-pc/memoria-ram/ddr5/"
"a","hamburger-panel-link weight-normal","SODIMM","https://www.shopgamer.com.ar/componentes-de-pc/memoria-ram/sodimm/"
"span","m-right-quarter","Coolers para Pc",""
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft","",""
"a","hamburger-panel-link weight-normal","Air Cooler","https://www.shopgamer.com.ar/componentes-de-pc/coolers/air-cooler/"
"a","hamburger-panel-link weight-normal","Water Cooler","https://www.shopgamer.com.ar/componentes-de-pc/coolers/water-cooler/"
"span","m-right-quarter","Fuentes para PC",""
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft","",""
"a","hamburger-panel-link weight-normal","Fuentes Gigabyte","https://www.shopgamer.com.ar/componentes-de-pc/fuentes/fuentes-gigabyte/"
"a","hamburger-panel-link weight-normal","Fuentes MSI","https://www.shopgamer.com.ar/componentes-de-pc/fuentes/fuentes-msi/"
"a","hamburger-panel-link weight-normal","Fuentes Sentey","https://www.shopgamer.com.ar/componentes-de-pc/fuentes/fuentes-sentey/"
"a","hamburger-panel-link weight-normal","Fuentes Thermaltake","https://www.shopgamer.com.ar/componentes-de-pc/fuentes/fuentes-thermaltake/"
"a","hamburger-panel-link weight-normal","Fuentes Toughpower","https://www.shopgamer.com.ar/componentes-de-pc/fuentes/fuentes-toughpower/"
"a","hamburger-panel-link weight-normal","Fuentes Smart","https://www.shopgamer.com.ar/componentes-de-pc/fuentes/fuentes-smart/"
"a","hamburger-panel-link weight-normal","Fuentes Cromax","https://www.shopgamer.com.ar/componentes-de-pc/fuentes/fuentes-cromax/"
"a","hamburger-panel-link weight-normal","Fuentes CoolerMaster","https://www.shopgamer.com.ar/componentes-de-pc/fuentes/fuentes-coolermaster/"
"a","hamburger-panel-link weight-normal","PCIe Gen 5.0","https://www.shopgamer.com.ar/componentes-de-pc/fuentes/pcie-gen-5-0/"
"span","m-right-quarter","Gabinetes de PC",""
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft","",""
"a","hamburger-panel-link weight-normal","Gabinetes Ranckeables","https://www.shopgamer.com.ar/componentes-de-pc/gabinetes/gabinetes-ranckeables/"
"a","hamburger-panel-link weight-normal","Gabinetes Mini Slim","https://www.shopgamer.com.ar/componentes-de-pc/gabinetes/mini-slim/"
"span","m-right-quarter","Gabinetes Gamers",""
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft","",""
"a","hamburger-panel-link weight-normal","Mini Tower","https://www.shopgamer.com.ar/componentes-de-pc/gabinetes/gabinetes-gamer/mini-tower/"
"a","hamburger-panel-link weight-normal","Mid Tower","https://www.shopgamer.com.ar/componentes-de-pc/gabinetes/gabinetes-gamer/mid-tower/"
"a","hamburger-panel-link weight-normal","Full Tower","https://www.shopgamer.com.ar/componentes-de-pc/gabinetes/gabinetes-gamer/full-tower/"
"span","m-right-quarter","Perifericos para PC",""
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft","",""
"span","m-right-quarter","Auriculares",""
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft","",""
"a","hamburger-panel-link weight-normal","Trust","https://www.shopgamer.com.ar/perifericos/auriculares/auriculares-trust/"
"a","hamburger-panel-link weight-normal","Logitech","https://www.shopgamer.com.ar/perifericos/auriculares/auriculares-logitech/"
"a","hamburger-panel-link weight-normal","Hyperx","https://www.shopgamer.com.ar/perifericos/auriculares/auriculares-hyperx/"
"a","hamburger-panel-link weight-normal","Genius","https://www.shopgamer.com.ar/perifericos/auriculares/genius3/"
"a","hamburger-panel-link weight-normal","MSI","https://www.shopgamer.com.ar/perifericos/auriculares/msi2/"
"a","hamburger-panel-link weight-normal","Camaras Web","https://www.shopgamer.com.ar/perifericos/camaras-web/"
"a","hamburger-panel-link weight-normal","CD/DVD Externos","https://www.shopgamer.com.ar/perifericos/cd-dvd-externos/"
"a","hamburger-panel-link weight-normal","Joysticks","https://www.shopgamer.com.ar/perifericos/joysticks/"
"a","hamburger-panel-link weight-normal","Laminadora","https://www.shopgamer.com.ar/perifericos/laminadora/"
"a","hamburger-panel-link weight-normal","MicroSD","https://www.shopgamer.com.ar/perifericos/microsd/"
"a","hamburger-panel-link weight-normal","Memorias Flash","https://www.shopgamer.com.ar/perifericos/memoria-flash/"
"span","m-right-quarter","Microfonos",""
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft","",""
"a","hamburger-panel-link weight-normal","Logitech","https://www.shopgamer.com.ar/perifericos/microfonos/microfonos-logitech/"
"a","hamburger-panel-link weight-normal","Yeti","https://www.shopgamer.com.ar/perifericos/microfonos/yeti/"
"a","hamburger-panel-link weight-normal","GTX","https://www.shopgamer.com.ar/perifericos/microfonos/gtx/"
"a","hamburger-panel-link weight-normal","Trust","https://www.shopgamer.com.ar/perifericos/microfonos/microfonos-trust/"
"a","hamburger-panel-link weight-normal","Razer","https://www.shopgamer.com.ar/perifericos/microfonos/microfonos-razer/"
"span","m-right-quarter","Mouse",""
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft","",""
"a","hamburger-panel-link weight-normal","Logitech","https://www.shopgamer.com.ar/perifericos/mouse/mouse-logitech/"
"a","hamburger-panel-link weight-normal","Xtech","https://www.shopgamer.com.ar/perifericos/mouse/xtech1/"
"a","hamburger-panel-link weight-normal","Trust","https://www.shopgamer.com.ar/perifericos/mouse/trush1/"
"a","hamburger-panel-link weight-normal","Primus","https://www.shopgamer.com.ar/perifericos/mouse/primus/"
"a","hamburger-panel-link weight-normal","Genius","https://www.shopgamer.com.ar/perifericos/mouse/genius1/"
"a","hamburger-panel-link weight-normal","HP","https://www.shopgamer.com.ar/perifericos/mouse/hp2/"
"a","hamburger-panel-link weight-normal","MSI","https://www.shopgamer.com.ar/perifericos/mouse/msi/"
"a","hamburger-panel-link weight-normal","Klip Xtreme","https://www.shopgamer.com.ar/perifericos/mouse/klip-xtreme/"
"a","hamburger-panel-link weight-normal","Evga","https://www.shopgamer.com.ar/perifericos/mouse/evga/"
"a","hamburger-panel-link weight-normal","Zowie","https://www.shopgamer.com.ar/perifericos/mouse/zowie/"
"a","hamburger-panel-link weight-normal","Razer","https://www.shopgamer.com.ar/perifericos/mouse/mouse-razer/"
"a","hamburger-panel-link weight-normal","Gx Gaming","https://www.shopgamer.com.ar/perifericos/mouse/gx-gaming1/"
"a","hamburger-panel-link weight-normal","Gigabyte","https://www.shopgamer.com.ar/perifericos/mouse/gigabyte7/"
"a","hamburger-panel-link weight-normal","Sentey","https://www.shopgamer.com.ar/perifericos/mouse/sentey1/"
"a","hamburger-panel-link weight-normal","Patriot","https://www.shopgamer.com.ar/perifericos/mouse/patriot1/"
"a","hamburger-panel-link weight-normal","Sfx","https://www.shopgamer.com.ar/perifericos/mouse/sfx/"
"a","hamburger-panel-link weight-normal","Aureox","https://www.shopgamer.com.ar/perifericos/mouse/aureox1/"
"a","hamburger-panel-link weight-normal","Soltech","https://www.shopgamer.com.ar/perifericos/mouse/soltech/"
"a","hamburger-panel-link weight-normal","TT","https://www.shopgamer.com.ar/perifericos/mouse/tt/"
"a","hamburger-panel-link weight-normal","Inalambricos","https://www.shopgamer.com.ar/perifericos/mouse/inalambricos/"
"a","hamburger-panel-link weight-normal","HyperX","https://www.shopgamer.com.ar/perifericos/mouse/hyperx1/"
"a","hamburger-panel-link weight-normal","Mouse Pad","https://www.shopgamer.com.ar/perifericos/mouse-pad/"
"span","m-right-quarter","Parlantes",""
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft","",""
"a","hamburger-panel-link weight-normal","Trust","https://www.shopgamer.com.ar/perifericos/parlantes/trust2/"
"a","hamburger-panel-link weight-normal","Genius","https://www.shopgamer.com.ar/perifericos/parlantes/parlantes-genius/"
"a","hamburger-panel-link weight-normal","Gx Gaming","https://www.shopgamer.com.ar/perifericos/parlantes/gx-gaming/"
"a","hamburger-panel-link weight-normal","Philips","https://www.shopgamer.com.ar/perifericos/parlantes/parlantes-philips/"
"a","hamburger-panel-link weight-normal","Razer","https://www.shopgamer.com.ar/perifericos/parlantes/razer1/"
"a","hamburger-panel-link weight-normal","Fyd Fenda","https://www.shopgamer.com.ar/perifericos/parlantes/fyd-fenda/"
"a","hamburger-panel-link weight-normal","Pendrive","https://www.shopgamer.com.ar/perifericos/pendrive/"
"a","hamburger-panel-link weight-normal","Proyectores","https://www.shopgamer.com.ar/perifericos/proyectores1/"
"a","hamburger-panel-link weight-normal","Streaming y Videos capturadoras Gaming","https://www.shopgamer.com.ar/perifericos/streaming-y-video-capturadora-gaming/"
"a","hamburger-panel-link weight-normal","Scanner","https://www.shopgamer.com.ar/perifericos/scanners/"
"a","hamburger-panel-link weight-normal","Tabletas Digitalizadoras","https://www.shopgamer.com.ar/perifericos/tabletas-digitalizadoras1/"
"a","hamburger-panel-link weight-normal","Teclados para Pc","https://www.shopgamer.com.ar/perifericos/teclados-gamer/"
"a","hamburger-panel-link weight-normal","Volantes","https://www.shopgamer.com.ar/perifericos/volantes1/"
"a","hamburger-panel-link weight-normal","Trituradora de Papel","https://www.shopgamer.com.ar/perifericos/trituradoras-de-papeles/"
"span","m-right-quarter","Computadoras",""
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft","",""
"a","hamburger-panel-link weight-normal","Mini Computadoras","https://www.shopgamer.com.ar/computadoras-gamers/mini-computadoras/"
"a","hamburger-panel-link weight-normal","Computadoras Gamer o de Oficina","https://www.shopgamer.com.ar/computadoras-gamers/computadoras-gamer/"
"a","hamburger-panel-link weight-normal","All in One","https://www.shopgamer.com.ar/computadoras-gamers/all-in-one/"
"span","m-right-quarter","Monitores",""
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft","",""
"a","hamburger-panel-link weight-normal","Monitores Philips","https://www.shopgamer.com.ar/monitores/monitores-philips/"
"a","hamburger-panel-link weight-normal","Monitores HP","https://www.shopgamer.com.ar/monitores/monitor-hp/"
"a","hamburger-panel-link weight-normal","Monitores Gigabyte","https://www.shopgamer.com.ar/monitores/monitores-gigabyte/"
"a","hamburger-panel-link weight-normal","Monitores Lenovo","https://www.shopgamer.com.ar/monitores/monitores-lenovo/"
"a","hamburger-panel-link weight-normal","Monitores LG","https://www.shopgamer.com.ar/monitores/monitores-lg/"
"a","hamburger-panel-link weight-normal","Monitores Asus","https://www.shopgamer.com.ar/monitores/monitores-asus/"
"a","hamburger-panel-link weight-normal","Monitores Benq","https://www.shopgamer.com.ar/monitores/monitores-benq/"
"a","hamburger-panel-link weight-normal","Monitores Samsung","https://www.shopgamer.com.ar/monitores/monitores-samsung/"
"span","m-right-quarter","Notebooks",""
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft","",""
"span","m-right-quarter","Notebooks AMD",""
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft","",""
"a","hamburger-panel-link weight-normal","Asus","https://www.shopgamer.com.ar/notebook/notebooks-con-procesadores-amd/asus/"
"a","hamburger-panel-link weight-normal","Gigabyte","https://www.shopgamer.com.ar/notebook/notebooks-con-procesadores-amd/gigabyte4/"
"a","hamburger-panel-link weight-normal","Sony","https://www.shopgamer.com.ar/notebook/notebooks-con-procesadores-amd/sony/"
"a","hamburger-panel-link weight-normal","MSI","https://www.shopgamer.com.ar/notebook/notebooks-con-procesadores-amd/msi5/"
"span","m-right-quarter","Notebooks Intel",""
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft","",""
"a","hamburger-panel-link weight-normal","Asus","https://www.shopgamer.com.ar/notebook/notebooks-con-procesadores-intel/asus6/"
"a","hamburger-panel-link weight-normal","Gigabyte","https://www.shopgamer.com.ar/notebook/notebooks-con-procesadores-intel/gigabyte8/"
"a","hamburger-panel-link weight-normal","HP","https://www.shopgamer.com.ar/notebook/notebooks-con-procesadores-intel/hp1/"
"a","hamburger-panel-link weight-normal","Lenovo","https://www.shopgamer.com.ar/notebook/notebooks-con-procesadores-intel/notebook-lenovo/"
"a","hamburger-panel-link weight-normal","Accesorios para Notebook","https://www.shopgamer.com.ar/notebook/accesorios-para-notebook/"
"span","m-right-quarter","Tablet",""
"span","hamburger-panel-arrow p-all-quarter p-absolute transition-soft","",""
"a","hamburger-panel-link weight-normal","Iqual","https://www.shopgamer.com.ar/tablet/iqual/"
