tag,class,text_preview,type
a,product-loop-title,"EN STOCKFuente Lnz ZX750-GZ – BOX RETAIL, CABLES MALLADOS (INCLUYE CABLE POWER IRAM)",link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,"Fuente Lnz ZX750-GZ – BOX RETAIL, CABLES MALLADOS (INCLUYE CABLE POWER IRAM)",title
span,price,"$70.708,75 Original price was: $70.708,75.$53.899,00Current price is: $53.899,00. Efectivo / Transfe",price
span,woocommerce-Price-amount amount,"$70.708,75",price
img,,,
div,product-content,"EN STOCKTHERMALTAKE CPU COOLER UX200 SE WHITE ARGB $75.886,96 Original price was: $75.886,96.$53.99",productWrapper
a,product-loop-title,EN STOCKTHERMALTAKE CPU COOLER UX200 SE WHITE ARGB,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,THERMALTAKE CPU COOLER UX200 SE WHITE ARGB,title
span,price,"$75.886,96 Original price was: $75.886,96.$53.999,00Current price is: $53.999,00. Efectivo / Transfe",price
span,woocommerce-Price-amount amount,"$75.886,96",price
img,,,
div,product-content,"EN STOCKGabinete Raptor Sentinel TG Mid-Tower RGB Fan x4 w/button control $82.764,50 Original price",productWrapper
a,product-loop-title,EN STOCKGabinete Raptor Sentinel TG Mid-Tower RGB Fan x4 w/button control,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,Gabinete Raptor Sentinel TG Mid-Tower RGB Fan x4 w/button control,title
span,price,"$82.764,50 Original price was: $82.764,50.$58.999,99Current price is: $58.999,99. Efectivo / Transfe",price
span,woocommerce-Price-amount amount,"$82.764,50",price
img,,,
div,product-content,"EN STOCKFuente Raptor Volt 650W 80 Plus Bronze $79.872,10 Original price was: $79.872,10.$58.999,99",productWrapper
a,product-loop-title,EN STOCKFuente Raptor Volt 650W 80 Plus Bronze,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,Fuente Raptor Volt 650W 80 Plus Bronze,title
span,price,"$79.872,10 Original price was: $79.872,10.$58.999,99Current price is: $58.999,99. Efectivo / Transfe",price
span,woocommerce-Price-amount amount,"$79.872,10",price
img,,,
div,product-content,"EN STOCKGABINETE AUREOX VANTH ARX 205G $81.402,00 Original price was: $81.402,00.$59.199,00Current",productWrapper
a,product-loop-title,EN STOCKGABINETE AUREOX VANTH ARX 205G,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,GABINETE AUREOX VANTH ARX 205G,title
span,price,"$81.402,00 Original price was: $81.402,00.$59.199,00Current price is: $59.199,00. Efectivo / Transfe",price
span,woocommerce-Price-amount amount,"$81.402,00",price
img,,,
div,product-content,"EN STOCKDISCO SSD 500GB WD GREEN SN350 NVMe $78.500,00 Original price was: $78.500,00.$60.990,00Cur",productWrapper
a,product-loop-title,EN STOCKDISCO SSD 500GB WD GREEN SN350 NVMe,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,DISCO SSD 500GB WD GREEN SN350 NVMe,title
span,price,"$78.500,00 Original price was: $78.500,00.$60.990,00Current price is: $60.990,00. Efectivo / Transfe",price
span,woocommerce-Price-amount amount,"$78.500,00",price
img,,,
div,product-content,"EN STOCKMEMORIA DDR4 8GB 3200MHZ KINGSTON FURY BEAST RGB $85.394,40 Original price was: $85.394,40.",productWrapper
a,product-loop-title,EN STOCKMEMORIA DDR4 8GB 3200MHZ KINGSTON FURY BEAST RGB,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,MEMORIA DDR4 8GB 3200MHZ KINGSTON FURY BEAST RGB,title
span,price,"$85.394,40 Original price was: $85.394,40.$60.999,00Current price is: $60.999,00. Efectivo / Transfe",price
span,woocommerce-Price-amount amount,"$85.394,40",price
img,,,
div,product-content,"EN STOCKMEMORIA RAM 16Gb 3200MHZ HIKSEMI FUTURE RGB DDR4 $81.158,27 Original price was: $81.158,27.",productWrapper
a,product-loop-title,EN STOCKMEMORIA RAM 16Gb 3200MHZ HIKSEMI FUTURE RGB DDR4,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,MEMORIA RAM 16Gb 3200MHZ HIKSEMI FUTURE RGB DDR4,title
span,price,"$81.158,27 Original price was: $81.158,27.$61.799,00Current price is: $61.799,00. Efectivo / Transfe",price
span,woocommerce-Price-amount amount,"$81.158,27",price
img,,,
div,product-content,"EN STOCKCPU COOLER COOLERMASTER HYPER 212 ARGB $85.990,00 Original price was: $85.990,00.$61.990,00",productWrapper
a,product-loop-title,EN STOCKCPU COOLER COOLERMASTER HYPER 212 ARGB,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,CPU COOLER COOLERMASTER HYPER 212 ARGB,title
span,price,"$85.990,00 Original price was: $85.990,00.$61.990,00Current price is: $61.990,00. Efectivo / Transfe",price
span,woocommerce-Price-amount amount,"$85.990,00",price
img,,,
div,product-content,"EN STOCKFUENTE 550W THERMALTAKE LITEPOWER $87.200,00 Original price was: $87.200,00.$62.900,00Curre",productWrapper
a,product-loop-title,EN STOCKFUENTE 550W THERMALTAKE LITEPOWER,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,FUENTE 550W THERMALTAKE LITEPOWER,title
span,price,"$87.200,00 Original price was: $87.200,00.$62.900,00Current price is: $62.900,00. Efectivo / Transfe",price
span,woocommerce-Price-amount amount,"$87.200,00",price
img,,,
div,product-content,"EN STOCKDisco SSD M.2 KINGSTON SNV3S 500GB NVMe PCIe 4.0 $81.000,00 Original price was: $81.000,00.",productWrapper
a,product-loop-title,EN STOCKDisco SSD M.2 KINGSTON SNV3S 500GB NVMe PCIe 4.0,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,Disco SSD M.2 KINGSTON SNV3S 500GB NVMe PCIe 4.0,title
span,price,"$81.000,00 Original price was: $81.000,00.$62.990,00Current price is: $62.990,00. Efectivo / Transfe",price
span,woocommerce-Price-amount amount,"$81.000,00",price
img,,,
div,product-content,"EN STOCKGABINETE XYZ AIRONE 100 MESH ATX WHITE 6 FAN ARGB $84.890,00 Original price was: $84.890,00",productWrapper
a,product-loop-title,EN STOCKGABINETE XYZ AIRONE 100 MESH ATX WHITE 6 FAN ARGB,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,GABINETE XYZ AIRONE 100 MESH ATX WHITE 6 FAN ARGB,title
span,price,"$84.890,00 Original price was: $84.890,00.$64.099,00Current price is: $64.099,00. Efectivo / Transfe",price
span,woocommerce-Price-amount amount,"$84.890,00",price
img,,,
div,product-content,"EN STOCKFUENTE 550W GIGABYTE P550S 80+ SILVER NEGRA $90.141,95 Original price was: $90.141,95.$64.9",productWrapper
a,product-loop-title,EN STOCKFUENTE 550W GIGABYTE P550S 80+ SILVER NEGRA,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,FUENTE 550W GIGABYTE P550S 80+ SILVER NEGRA,title
span,price,"$90.141,95 Original price was: $90.141,95.$64.999,00Current price is: $64.999,00. Efectivo / Transfe",price
span,woocommerce-Price-amount amount,"$90.141,95",price
img,,,
div,product-content,"EN STOCKGABINETE XYZ AIRONE 200 MESH ATX BLACK WHITE 5 FAN $89.900,00 Original price was: $89.900,0",productWrapper
a,product-loop-title,EN STOCKGABINETE XYZ AIRONE 200 MESH ATX BLACK WHITE 5 FAN,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,GABINETE XYZ AIRONE 200 MESH ATX BLACK WHITE 5 FAN,title
span,price,"$89.900,00 Original price was: $89.900,00.$65.290,00Current price is: $65.290,00. Efectivo / Transfe",price
span,woocommerce-Price-amount amount,"$89.900,00",price
img,,,
div,product-content,"EN STOCKPROCESADOR AMD ATHLON 3000G 3.5GHZ AM4 $91.900,00 Original price was: $91.900,00.$65.990,00",productWrapper
a,product-loop-title,EN STOCKPROCESADOR AMD ATHLON 3000G 3.5GHZ AM4,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,PROCESADOR AMD ATHLON 3000G 3.5GHZ AM4,title
span,price,"$91.900,00 Original price was: $91.900,00.$65.990,00Current price is: $65.990,00. Efectivo / Transfe",price
span,woocommerce-Price-amount amount,"$91.900,00",price
img,,,
div,product-content,"EN STOCKGABINETE XYZ AIRONE 200 GLASS ATX WHITE 5 FAN ARGB $91.990,00 Original price was: $91.990,0",productWrapper
a,product-loop-title,EN STOCKGABINETE XYZ AIRONE 200 GLASS ATX WHITE 5 FAN ARGB,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,GABINETE XYZ AIRONE 200 GLASS ATX WHITE 5 FAN ARGB,title
span,price,"$91.990,00 Original price was: $91.990,00.$66.690,00Current price is: $66.690,00. Efectivo / Transfe",price
span,woocommerce-Price-amount amount,"$91.990,00",price
img,,,
div,product-content,"EN STOCKFUENTE 550W AUREOX 80+ BRONZE $92.990,00 Original price was: $92.990,00.$66.990,00Current p",productWrapper
a,product-loop-title,EN STOCKFUENTE 550W AUREOX 80+ BRONZE,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,FUENTE 550W AUREOX 80+ BRONZE,title
span,price,"$92.990,00 Original price was: $92.990,00.$66.990,00Current price is: $66.990,00. Efectivo / Transfe",price
span,woocommerce-Price-amount amount,"$92.990,00",price
img,,,
div,product-content,"EN STOCKFuente Raptor Volt 750W 80 Plus Bronze $95.385,49 Original price was: $95.385,49.$68.999,99",productWrapper
a,product-loop-title,EN STOCKFuente Raptor Volt 750W 80 Plus Bronze,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,Fuente Raptor Volt 750W 80 Plus Bronze,title
span,price,"$95.385,49 Original price was: $95.385,49.$68.999,99Current price is: $68.999,99. Efectivo / Transfe",price
span,woocommerce-Price-amount amount,"$95.385,49",price
img,,,
div,product-content,"EN STOCKFUENTE GAMER GIGABYTE 650W 80 PLUS SILVER ATX $99.900,00 Original price was: $99.900,00.$71",productWrapper
a,product-loop-title,EN STOCKFUENTE GAMER GIGABYTE 650W 80 PLUS SILVER ATX,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,FUENTE GAMER GIGABYTE 650W 80 PLUS SILVER ATX,title
span,price,"$99.900,00 Original price was: $99.900,00.$71.990,00Current price is: $71.990,00. Efectivo / Transfe",price
span,woocommerce-Price-amount amount,"$99.900,00",price
img,,,
div,product-content,"EN STOCKCPU COOLER COOLERMASTER HYPER 212 EVO V2 $103.990,00 Original price was: $103.990,00.$73.99",productWrapper
a,product-loop-title,EN STOCKCPU COOLER COOLERMASTER HYPER 212 EVO V2,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,CPU COOLER COOLERMASTER HYPER 212 EVO V2,title
span,price,"$103.990,00 Original price was: $103.990,00.$73.990,00Current price is: $73.990,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$103.990,00",price
img,,,
div,product-content,"EN STOCKGABINETE XYZ XYZ AIRONE 300 MESH ATX WHITE $103.990,00 Original price was: $103.990,00.$75.",productWrapper
a,product-loop-title,EN STOCKGABINETE XYZ XYZ AIRONE 300 MESH ATX WHITE,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,GABINETE XYZ XYZ AIRONE 300 MESH ATX WHITE,title
span,price,"$103.990,00 Original price was: $103.990,00.$75.590,00Current price is: $75.590,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$103.990,00",price
img,,,
div,product-content,"EN STOCKGABINETE XYZ XYZ AIRONE 300 GLASS ATX WHITE $103.990,00 Original price was: $103.990,00.$75",productWrapper
a,product-loop-title,EN STOCKGABINETE XYZ XYZ AIRONE 300 GLASS ATX WHITE,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,GABINETE XYZ XYZ AIRONE 300 GLASS ATX WHITE,title
span,price,"$103.990,00 Original price was: $103.990,00.$75.590,00Current price is: $75.590,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$103.990,00",price
img,,,
div,product-content,"EN STOCKFUENTE 600W THERMALTAKE SMART 80+ WHITE $106.900,00 Original price was: $106.900,00.$76.990",productWrapper
a,product-loop-title,EN STOCKFUENTE 600W THERMALTAKE SMART 80+ WHITE,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,FUENTE 600W THERMALTAKE SMART 80+ WHITE,title
span,price,"$106.900,00 Original price was: $106.900,00.$76.990,00Current price is: $76.990,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$106.900,00",price
img,,,
div,product-content,"EN STOCKDISCO SSD NETAC SA500 2.5 SATA3 960 GB $99.626,80 Original price was: $99.626,80.$76.999,00",productWrapper
a,product-loop-title,EN STOCKDISCO SSD NETAC SA500 2.5 SATA3 960 GB,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,DISCO SSD NETAC SA500 2.5 SATA3 960 GB,title
span,price,"$99.626,80 Original price was: $99.626,80.$76.999,00Current price is: $76.999,00. Efectivo / Transfe",price
span,woocommerce-Price-amount amount,"$99.626,80",price
img,,,
div,product-content,"EN STOCKGabinete Merx Ck-200 Gamer + 4 Cooler Argb / Black $103.188,00 Original price was: $103.188",productWrapper
a,product-loop-title,EN STOCKGabinete Merx Ck-200 Gamer + 4 Cooler Argb / Black,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,Gabinete Merx Ck-200 Gamer + 4 Cooler Argb / Black,title
span,price,"$103.188,00 Original price was: $103.188,00.$78.219,00Current price is: $78.219,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$103.188,00",price
img,,,
div,product-content,"EN STOCKDISCO SSD 960GB ADATA SU650 $110.301,08 Original price was: $110.301,08.$78.999,00Current p",productWrapper
a,product-loop-title,EN STOCKDISCO SSD 960GB ADATA SU650,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,DISCO SSD 960GB ADATA SU650,title
span,price,"$110.301,08 Original price was: $110.301,08.$78.999,00Current price is: $78.999,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$110.301,08",price
img,,,
div,product-content,"EN STOCKMOTHER MSI A520M-A PRO (AM4) $107.000,00 Original price was: $107.000,00.$80.899,00Current",productWrapper
a,product-loop-title,EN STOCKMOTHER MSI A520M-A PRO (AM4),link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,MOTHER MSI A520M-A PRO (AM4),title
span,price,"$107.000,00 Original price was: $107.000,00.$80.899,00Current price is: $80.899,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$107.000,00",price
img,,,
div,product-content,"EN STOCKMOTHER GIGABYTE A520M K V2 DDR4 (AM4) $103.450,08 Original price was: $103.450,08.$80.899,0",productWrapper
a,product-loop-title,EN STOCKMOTHER GIGABYTE A520M K V2 DDR4 (AM4),link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,MOTHER GIGABYTE A520M K V2 DDR4 (AM4),title
span,price,"$103.450,08 Original price was: $103.450,08.$80.899,00Current price is: $80.899,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$103.450,08",price
img,,,
div,product-content,"EN STOCKCPU COOLER COOLERMASTER HYPER 212 BLACK $119.990,00 Original price was: $119.990,00.$85.590",productWrapper
a,product-loop-title,EN STOCKCPU COOLER COOLERMASTER HYPER 212 BLACK,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,CPU COOLER COOLERMASTER HYPER 212 BLACK,title
span,price,"$119.990,00 Original price was: $119.990,00.$85.590,00Current price is: $85.590,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$119.990,00",price
img,,,
div,product-content,"EN STOCKCPU COOLER COOLERMASTER HYPER212 BLK RGB $144.623,19 Original price was: $144.623,19.$85.59",productWrapper
a,product-loop-title,EN STOCKCPU COOLER COOLERMASTER HYPER212 BLK RGB,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,CPU COOLER COOLERMASTER HYPER212 BLK RGB,title
span,price,"$144.623,19 Original price was: $144.623,19.$85.590,00Current price is: $85.590,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$144.623,19",price
img,,,
div,product-content,"EN STOCKFUENTE PC CM ELITE NEX 600W 80PLUS WHITE $120.500,00 Original price was: $120.500,00.$86.99",productWrapper
a,product-loop-title,EN STOCKFUENTE PC CM ELITE NEX 600W 80PLUS WHITE,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,FUENTE PC CM ELITE NEX 600W 80PLUS WHITE,title
span,price,"$120.500,00 Original price was: $120.500,00.$86.990,00Current price is: $86.990,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$120.500,00",price
img,,,
div,product-content,"EN STOCKGabinete Merx Pb-100 Gamer + 4 Cooler Argb ( Polar Bear White) $114.123,00 Original price w",productWrapper
a,product-loop-title,EN STOCKGabinete Merx Pb-100 Gamer + 4 Cooler Argb ( Polar Bear White),link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,Gabinete Merx Pb-100 Gamer + 4 Cooler Argb ( Polar Bear White),title
span,price,"$114.123,00 Original price was: $114.123,00.$87.303,00Current price is: $87.303,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$114.123,00",price
img,,,
div,product-content,"EN STOCKDISCO SSD ADATA LEGEND 710 1TB M2 COLOR BOX $118.420,00 Original price was: $118.420,00.$88",productWrapper
a,product-loop-title,EN STOCKDISCO SSD ADATA LEGEND 710 1TB M2 COLOR BOX,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,DISCO SSD ADATA LEGEND 710 1TB M2 COLOR BOX,title
span,price,"$118.420,00 Original price was: $118.420,00.$88.799,00Current price is: $88.799,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$118.420,00",price
img,,,
div,product-content,"EN STOCKGabinete Merx Wf-100 Gamer + 4 Cooler Argb ( Wolf White ) $122.268,00 Original price was: $",productWrapper
a,product-loop-title,EN STOCKGabinete Merx Wf-100 Gamer + 4 Cooler Argb ( Wolf White ),link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,Gabinete Merx Wf-100 Gamer + 4 Cooler Argb ( Wolf White ),title
span,price,"$122.268,00 Original price was: $122.268,00.$89.749,00Current price is: $89.749,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$122.268,00",price
img,,,
div,product-content,"EN STOCKMOTHER ASROCK B450M HDV R4.0 (AM4) $130.000,00 Original price was: $130.000,00.$92.990,00Cu",productWrapper
a,product-loop-title,EN STOCKMOTHER ASROCK B450M HDV R4.0 (AM4),link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,MOTHER ASROCK B450M HDV R4.0 (AM4),title
span,price,"$130.000,00 Original price was: $130.000,00.$92.990,00Current price is: $92.990,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$130.000,00",price
span,woocommerce-Price-amount amount,"$92.990,00",
img,,,
div,product-content,"EN STOCKDISCO RIGIDO 2TB SEAGATE BARRACUDA 7200RPM $136.047,60 Original price was: $136.047,60.$92.",productWrapper
a,product-loop-title,EN STOCKDISCO RIGIDO 2TB SEAGATE BARRACUDA 7200RPM,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,DISCO RIGIDO 2TB SEAGATE BARRACUDA 7200RPM,title
span,price,"$136.047,60 Original price was: $136.047,60.$92.999,00Current price is: $92.999,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$136.047,60",price
img,,,
div,product-content,"EN STOCKPROCESADOR AMD RYZEN 3 3200G (AM4) $130.900,00 Original price was: $130.900,00.$93.990,00Cu",productWrapper
a,product-loop-title,EN STOCKPROCESADOR AMD RYZEN 3 3200G (AM4),link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,PROCESADOR AMD RYZEN 3 3200G (AM4),title
span,price,"$130.900,00 Original price was: $130.900,00.$93.990,00Current price is: $93.990,00. Efectivo / Trans",price
span,woocommerce-Price-amount amount,"$130.900,00",price
img,,,
div,product-content,"EN STOCKFUENTE PC CM ELITE NEX 700W 80PLUS WHITE $130.500,00 Original price was: $130.500,00.$93.99",productWrapper
a,product-loop-title,EN STOCKFUENTE PC CM ELITE NEX 700W 80PLUS WHITE,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,FUENTE PC CM ELITE NEX 700W 80PLUS WHITE,title
